type,time,x_c,x_c_dot,gamma,gamma_dot
real_0,2.1460540294647217,0.33526284746786283,,,
real_0,2.146164894104004,0.33529098229503396,,,
real_0,2.14626145362854,0.33531548698962366,,,
real_0,2.147043466567993,0.335513950503992,,,
real_0,2.2180979251861572,0.35358284589025246,,,
real_0,2.219980001449585,0.3540622527472779,,,
real_0,2.2204155921936035,0.3541732120532225,,,
real_0,2.2212443351745605,0.35438432491315364,,,
real_0,2.2227063179016113,0.35475676337546547,,,
real_0,2.2229690551757812,0.3548236974074582,,,
real_0,2.351781129837036,0.3876755037022235,,,
real_0,2.3541924953460693,0.3882904584345933,,,
real_0,2.3544256687164307,0.3883499216472994,,,
real_0,2.355938196182251,0.3887356356656887,,,
real_0,2.3562064170837402,0.3888040342721555,,,
real_0,2.356382131576538,0.3888488427632326,,,
real_0,2.3565549850463867,0.38889292152033184,,,
real_0,2.3567259311676025,0.38893651374231863,,,
real_0,2.357697010040283,0.3891841414808427,,,
real_0,2.357926845550537,0.3892427494457158,,,
real_0,2.3581016063690186,0.389287313201795,,,
real_0,2.358258008956909,0.38932719550031425,,,
real_0,2.400449514389038,0.40007995196372015,,,
real_0,2.401761054992676,0.40041397190056305,,,
real_0,2.4441261291503906,0.4111930709797633,,,
real_0,2.4443533420562744,0.411250820193777,,,
real_0,2.4444522857666016,0.4112759678391559,,,
real_0,2.444547414779663,0.4113001458058996,,,
real_0,2.4453513622283936,0.41150447175738303,,,
real_0,2.4455089569091797,0.41154452389674234,,,
real_0,2.445605993270874,0.4115691851737078,,,
real_0,2.445699691772461,0.41159299802347393,,,
real_0,2.4457929134368896,0.4116166895636144,,,
real_0,2.4463260173797607,0.4117521712728016,,,
real_0,2.501223087310791,0.42567885305318653,,,
real_0,2.501643657684326,0.4257853348876065,,,
real_0,2.502910614013672,0.4261060868716098,,,
real_0,2.503429889678955,0.4262375411455932,,,
real_0,2.504798650741577,0.42658401580198135,,,
real_0,2.5677497386932373,0.4424731591332235,,,
real_0,2.568554162979126,0.44267556328760693,,,
real_0,2.569772243499756,0.44298201568226936,,,
real_0,2.5700342655181885,0.44304793157574673,,,
real_0,2.571629762649536,0.44344926442036336,,,
real_0,2.571927547454834,0.44352416178943477,,,
real_0,2.6330723762512207,0.4588476057776779,,,
real_0,2.6339194774627686,0.4590590660350975,,,
real_0,2.6341705322265625,0.459121731697387,,,
real_0,2.636401414871216,0.45967848738813066,,,
real_0,2.6370062828063965,0.45982941356039264,,,
real_0,2.637314796447754,0.4599063888335698,,,
real_0,2.701774835586548,0.4759134464856567,,,
real_0,2.7048940658569336,0.4766839479590619,,,
real_0,2.7066023349761963,0.4771057491111028,,,
real_0,2.706871747970581,0.47717226082966535,,,
real_0,2.70704984664917,0.4772162275469325,,,
real_0,2.7072229385375977,0.47725895699387855,,,
real_0,2.749711513519287,0.4877100055310629,,,
real_0,2.7505366802215576,0.48791222833833325,,,
real_0,2.750669240951538,0.4879447122072954,,,
real_0,2.7507646083831787,0.4879680814415156,,,
real_0,2.7508585453033447,0.48799109976442523,,,
real_0,2.7509515285491943,0.4880138840344025,,,
real_0,2.8184962272644043,0.5044683834788339,,,
real_0,2.820051908493042,0.504845078113199,,,
real_0,2.8212368488311768,0.5051319316352438,,,
real_0,2.821445941925049,0.5051825432153757,,,
real_0,2.8216464519500732,0.5052310754822642,,,
real_0,2.8231823444366455,0.5056027721222052,,,
real_0,2.865036725997925,0.5156928061086075,,,
real_0,2.865277051925659,0.5157505243836094,,,
real_0,2.865377187728882,0.5157745729265055,,,
real_0,2.865471839904785,0.5157973041260691,,,
real_0,2.8661952018737793,0.5159710103508022,,,
real_0,2.8663411140441895,0.5160060465648424,,,
real_0,2.9193572998046875,0.5286748541870931,,,
real_0,2.9203314781188965,0.5289064941191335,,,
real_0,2.9206669330596924,0.5289862488697085,,,
real_0,2.9223034381866455,0.5293752586311344,,,
real_0,2.9225432872772217,0.5294322626898504,,,
real_0,2.9226887226104736,0.5294668265421603,,,
real_0,2.983506679534912,0.5438386496807422,,,
real_0,2.9840333461761475,0.5439623867573127,,,
real_0,2.986798048019409,0.5446117327258284,,,
real_0,2.987196922302246,0.5447053881410191,,,
real_0,2.9873883724212646,0.544750337969966,,,
real_0,3.0560383796691895,0.560761903589238,,,
real_0,3.0568113327026367,0.560940966258285,,,
real_0,3.0580811500549316,0.5612350735617984,,,
real_0,3.0582327842712402,0.5612701892291873,,,
real_0,3.0583279132843018,0.5612922188054406,,,
