Timestamp,Theta_rad,Gamma_rad,Phi_rad,Gamma_deg
1775768568.73913,0.0833856537938118,-0.0282879751175642,-3.8087072372436523,-1.620782164740935,-218.22292812366484
1775768568.739224,0.08331061899662018,-0.026732062920928,-3.8071513175964355,-1.5316349307049066,-218.13378046274184
1775768568.7393167,0.08332555741071701,-0.025171134620904922,-3.8055903911590576,-1.4422002950124442,-218.04434593377113
1775768568.7721026,0.08325052261352539,-0.023615244776010513,-3.80403470993042,-1.353054341637343,-217.95521193323134
1775768568.772251,0.08334839344024658,-0.02205115556716919,-3.801511764526367,-1.2634385991454125,-217.81065775794983
1775768568.7723505,0.08327335864305496,-0.02049521543085575,-3.798997163772583,-1.1742897642832248,-217.66658169608115
1775768568.7992902,0.08328314125537872,-0.018851716071367264,-3.797353744506836,-1.0801241536818444,-217.57242067451477
1775768568.8325942,0.08337598294019699,-0.017204798758029938,-3.794748067855835,-0.9857627086803317,-217.42312634625435
1775768568.8356986,0.08329609036445618,-0.01556604728102684,-3.79310941696167,-0.8918691318042576,-217.32923853235243
1775768568.836053,0.08339414745569229,-0.014001874253153801,-3.79058575630188,-0.8022485868338496,-217.18464337592124
1775768568.8362746,0.08331446349620819,-0.01236308179795742,-3.7879884243011475,-0.7083526620794087,-217.03582716107368
1775768568.8366575,0.08332493156194687,-0.01071986649185419,-3.785386323928833,-0.6142033265439794,-216.88673773856164
1775768568.8818939,0.08333311229944229,-0.009160035289824009,-3.782867908477783,-0.5248315499586984,-216.74244311056137
1775768568.8832035,0.08334378898143768,-0.007516922429203987,-3.7802658081054688,-0.4306880841191858,-216.59335368804932
1775768568.883437,0.08326459676027298,-0.0058781360276043415,-3.7776684761047363,-0.33679250621041285,-216.44453747320176
1775768568.8837464,0.08335018903017044,-0.004058206453919411,-3.7748897075653076,-0.23251818534247576,-216.28532570672036
1775768568.9151928,0.08327127993106842,-0.0024193967692553997,-3.7732510566711426,-0.13862127341190353,-216.19143789281844
1775768568.9155748,0.08335751295089722,-0.0005922251148149371,-3.770465135574341,-0.033932011733413675,-216.0318163148403
1775768568.916773,0.08327475190162659,0.0011366268154233694,-3.7668185234069824,0.06512394269113429,-215.82288075342177
1775768568.9169598,0.0833607167005539,0.0029566052835434675,-3.7640397548675537,0.1694010650048498,-215.6636689869404
1775768568.9559953,0.08327385038137436,0.004775478970259428,-3.7612621784210205,0.27361488798419015,-215.5045255223751
1775768568.9562006,0.08336394280195236,0.006512615829706192,-3.75856614112854,0.37314553405568,-215.3500539088726
1775768568.9562976,0.08328155428171158,0.008234251290559769,-3.7558858394622803,0.47178801509365437,-215.19648388066292
1775768568.9890485,0.08336795121431351,0.01005423441529274,-3.7531070709228516,0.5760654042117298,-215.03727211418152
1775768568.9894702,0.08328541368246078,0.01178301963955164,-3.7494606971740723,0.6751175366638228,-214.82835021314622
1775768568.9895787,0.08328650146722794,0.013509559445083141,-3.7467756271362305,0.7740410160535947,-214.67450697727205
1775768568.9896722,0.08329419046640396,0.015241723507642746,-3.7440848350524902,0.8732867417491973,-214.52033589220048
1775768568.9897633,0.08329928666353226,0.01688551902770996,-3.740523338317871,0.9674693211078643,-214.31627708759308
1775768569.0207946,0.0833863765001297,0.018705526366829872,-3.7377445697784424,1.071748097608611,-214.15706532111167
1775768569.0210216,0.08330895006656647,0.02034427411854267,-3.7341885566711426,1.1656414610411971,-213.95332070531845
1775768569.050241,0.08330956101417542,0.02207830362021923,-3.7314953804016113,1.264994068563357,-213.79901301641465
1775768569.05193,0.0833224356174469,0.02372005768120289,-3.7288949489593506,1.3590596808906645,-213.65001921658515
1775768569.0521598,0.08332814276218414,0.025364184752106667,-3.7253334522247314,1.4532612567197531,-213.44596041197778
1775768569.1033492,0.0832461267709732,0.027092866599559784,-3.7226457595825195,1.5523074661150575,-213.29196691188812
1775768569.1037035,0.08333400636911392,0.028912793844938278,-3.7189085483551025,1.6565816535808147,-213.0778404048443
1775768569.1038623,0.08324912190437317,0.030724279582500458,-3.7161383628845215,1.7603721781030297,-212.91912041215897
1775768569.104031,0.08323899656534195,0.0327143631875515,-3.713189125061035,1.874395610321313,-212.75014147167207
1775768569.1041942,0.08315443992614746,0.03452582284808159,-3.710418939590454,1.978184640739113,-212.59142147898675
1775768569.142709,0.08306454122066498,0.03642717003822327,-3.7066001892089844,2.0871238490760327,-212.37262312088012
1775768569.1429362,0.0830548107624054,0.03841739520430565,-3.703651189804077,2.2011553921468554,-212.20365784077643
1775768569.1430311,0.08314348012208939,0.0402371883392334,-3.7008726596832275,2.305421895647049,-212.04445973467827
1775768569.1431215,0.08305947482585907,0.04204848036170006,-3.6981027126312256,2.409201321107894,-211.88575340237617
1775768569.234118,0.08305492997169495,0.043873000890016556,-3.695319414138794,2.5137386843942107,-211.72628208861352
1775768569.2372468,0.08305971324443817,0.04560069367289543,-3.6926326751708984,2.612728224543482,-211.57234323005676
1775768569.2377152,0.08307591825723648,0.047317057847976685,-3.689957618713379,2.7110686830461024,-211.419073730278
1775768569.2379553,0.08308740705251694,0.04895488917827606,-3.687361001968384,2.80490953938067,-211.27029849658012
1775768569.2381537,0.08301862329244614,0.05050331726670265,-3.684854030609131,2.8936279654495416,-211.12665956697464
1775768569.2383506,0.08295010775327682,0.05205169692635536,-3.6823465824127197,2.9823436167530715,-210.98299331660272
1775768569.2818997,0.08297878503799438,0.053344037383794785,-3.680095672607422,3.0563892971344293,-210.8540256385803
